,Year,State,Division,County,Region,Population_Description,Offense,Offender_Race,Offender_Ethnicity,Offender_Age,Offender_Sex,Victim_Type,Location,Weapon,Property_Type,Stolen_Value,Recovered_Value,Recovered?,Recovery_Date
25025,2019,Ohio,East North Central,UNION; DELAWARE; FRANKLIN,Midwest,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Black or African American,,17.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,,Automobile,19000.0,19000.0,Y,16-Oct-19
70722,2019,Texas,West South Central,BELL,South,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,White,,33.0,M,Business,Convenience Store,,Other,12000.0,0.0,N,
24985,2019,North Carolina,South Atlantic,STANLY,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,12000.0,12000.0,Y,05-Sep-19
24978,2019,North Carolina,South Atlantic,ORANGE; ALAMANCE,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,10000.0,0.0,N,
70720,2019,New Mexico,Mountain,BERNALILLO,West,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,White,Hispanic or Latino,,M,Business,Auto Dealership New/Used,,Recreational/ Sports Equipment,33000.0,33000.0,Y,27-Apr-19
70719,2019,Ohio,East North Central,CLARK,Midwest,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,White,,44.0,M,Business,Industrial Site,,Other,2300.0,0.0,N,
24950,2019,Texas,West South Central,ELLIS,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,20000.0,0.0,N,
24962,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,7000.0,6000.0,Y,27-Apr-19
24963,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,4000.0,4000.0,Y,19-Jan-19
24965,2019,Oregon,Pacific,COOS,West,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,5000.0,0.0,N,
70699,2019,North Carolina,South Atlantic,LINCOLN,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Individual,Construction Site,,Tools,4630.0,0.0,N,
70697,2019,Washington,Pacific,KING,West,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Individual,Drug Store/Doctor's Office/Hospital,,Computer Hard/ Software,2500.0,0.0,N,
24967,2019,North Carolina,South Atlantic,ROBESON,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,8000.0,8000.0,Y,14-Jan-19
70688,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",All Other Larceny,,,,,Individual,Construction Site,,Industrial Equipment,1450.0,0.0,N,
70684,2019,North Carolina,South Atlantic,DARE,South,"Non-MSA counties from 10,000 thru 24,999",All Other Larceny,,,,,Individual,Residence/Home,,Computer Hard/ Software,2500.0,0.0,N,
70682,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 2,500 thru 9,999",All Other Larceny,,,,,Individual,Commercial/Office Building,,Industrial Equipment,2348.0,0.0,N,
70681,2019,North Carolina,South Atlantic,BURKE,South,"Cities from 10,000 thru 24,999",All Other Larceny,,,,,Individual,Residence/Home,,Tools,1410.0,0.0,N,
24981,2019,North Carolina,South Atlantic,ORANGE; ALAMANCE,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,5000.0,0.0,N,
70666,2019,North Carolina,South Atlantic,MOORE,South,"Cities from 10,000 thru 24,999",All Other Larceny,,,,,Individual,Construction Site,,Tools,35000.0,0.0,N,
70658,2019,North Carolina,South Atlantic,WAKE,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Individual,Residence/Home,,Industrial Equipment,1800.0,0.0,N,
70655,2019,North Carolina,South Atlantic,WAKE,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Individual,Residence/Home,,Industrial Equipment,1200.0,0.0,N,
24970,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Hotel/Motel/Etc.,,Automobile,2500.0,0.0,N,
70647,2019,South Carolina,South Atlantic,GEORGETOWN,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Individual,Church/Synagogue/Temple/Mosque,,Tools,4000.0,0.0,N,
70645,2019,North Carolina,South Atlantic,STANLY,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Individual,Residence/Home,,Tools,2000.0,0.0,N,
70643,2019,North Carolina,South Atlantic,SAMPSON,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Individual,Residence/Home,,Tools,3035.0,0.0,N,
70642,2019,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 50,000 thru 99,999",All Other Larceny,,,,,Individual,Residence/Home,,Tools,2000.0,0.0,N,
24971,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,25000.0,25000.0,Y,09-Jan-20
24972,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",False Pretenses/Swindle/Confidence Game,,,,,Individual,Bank/Savings and Loan,,Money,2000.0,0.0,N,
24973,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,16000.0,0.0,N,
24974,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,30000.0,0.0,N,
24975,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,12000.0,0.0,N,
24976,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Hotel/Motel/Etc.,,Automobile,9500.0,0.0,N,
70661,2019,North Carolina,South Atlantic,ROCKINGHAM,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Individual,Residence/Home,,Tools,18000.0,0.0,N,
71455,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",All Other Larceny,White,Not Hispanic or Latino,,M,Individual,Hotel/Motel/Etc.,,Tools,15000.0,0.0,N,
24761,2019,North Carolina,South Atlantic,STANLY,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,10000.0,0.0,N,
24759,2019,North Carolina,South Atlantic,ORANGE; ALAMANCE,South,"Cities from 10,000 thru 24,999",False Pretenses/Swindle/Confidence Game,,,,,Individual,Residence/Home,,Money,3380.0,0.0,N,
71356,2019,Texas,West South Central,TARRANT,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,,U,Business,Parking/Drop Lot/Garage,,Building Materials,10000.0,0.0,N,
71350,2019,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",False Pretenses/Swindle/Confidence Game,White,Not Hispanic or Latino,46.0,M,Individual,Specialty Store,,Tools,1490.0,0.0,N,
24527,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,10000.0,10000.0,Y,07-Nov-19
24529,2019,Colorado,Mountain,JEFFERSON,West,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,11500.0,0.0,N,
24530,2019,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,8000.0,0.0,N,
24531,2019,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,5000.0,0.0,N,
24532,2019,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",Wire Fraud,,,,,Individual,Residence/Home,,Money,2151.0,0.0,N,
71339,2019,North Carolina,South Atlantic,IREDELL,South,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Not Hispanic or Latino,45.0,M,Individual,Residence/Home,,Computer Hard/ Software,1040.0,0.0,N,
71336,2019,North Carolina,South Atlantic,IREDELL,South,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Unknown,26.0,F,Individual,Residence/Home,,Computer Hard/ Software,1040.0,0.0,N,
71318,2019,Florida,South Atlantic,MARION,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Convenience Store,,Aircraft Parts/ Accessories,500000.0,500000.0,Y,26-Jan-19
24566,2019,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,American Indian or Alaska Native,Unknown,41.0,M,Individual,Residence/Home,,Automobile,15000.0,15000.0,Y,14-Jan-19
71315,2019,North Carolina,South Atlantic,CALDWELL,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Tools,3000.0,0.0,N,
24569,2019,North Carolina,South Atlantic,SCOTLAND,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,American Indian or Alaska Native,Not Hispanic or Latino,17.0,M,Individual,Residence/Home,,Recreational Vehicles,4500.0,4500.0,Y,02-Nov-19
71358,2019,Texas,West South Central,DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,,58.0,U,Business,Parking/Drop Lot/Garage,,Tools,191679.0,0.0,N,
71313,2019,Florida,South Atlantic,BROWARD,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Aircraft Parts/ Accessories,30000.0,,N,
71309,2019,North Carolina,South Atlantic,WAKE,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Tools,1700.0,0.0,N,
71307,2019,North Carolina,South Atlantic,SAMPSON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Tools,5304.0,0.0,N,
24570,2019,North Carolina,South Atlantic,SCOTLAND,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,American Indian or Alaska Native,Not Hispanic or Latino,16.0,M,Individual,Residence/Home,,Recreational Vehicles,4500.0,4500.0,Y,02-Nov-19
71302,2019,Texas,West South Central,DALLAS,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Unknown,Unknown,,U,Individual,Parking/Drop Lot/Garage,,Tools,20000.0,0.0,N,
71301,2019,North Carolina,South Atlantic,VANCE,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,,U,Individual,Residence/Home,,Tools,2000.0,0.0,N,
71300,2019,Texas,West South Central,DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,,58.0,U,Individual,Field/Woods,,Tools,6824.0,0.0,N,
71299,2019,Ohio,East North Central,WOOD,Midwest,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Unknown,,,U,Individual,Residence/Home,,Tools,1500.0,0.0,N,
71298,2019,Colorado,Mountain,ADAMS,West,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,,U,Individual,Parking/Drop Lot/Garage,,Tools,4500.0,0.0,N,
71295,2019,Virginia,South Atlantic,ROCKINGHAM,South,"Cities from 2,500 thru 9,999",False Pretenses/Swindle/Confidence Game,Unknown,Unknown,50.0,U,Individual,Residence/Home,,Computer Hard/ Software,3300.0,0.0,N,
24574,2019,Oregon,Pacific,LANE,West,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Automobile,3000.0,3000.0,Y,28-Feb-19
24575,2019,North Carolina,South Atlantic,WAKE,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,8000.0,0.0,N,
71270,2019,Arkansas,West South Central,BENTON,South,"MSA counties from 25,000 thru 99,999",Stolen Property Offenses,,,,,Individual,Residence/Home,,Industrial Equipment,2500.0,0.0,N,
24576,2019,North Carolina,South Atlantic,WAKE,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Recreational Vehicles,1100.0,0.0,N,
71312,2019,North Carolina,South Atlantic,CABARRUS,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Computer Hard/ Software,1750.0,0.0,N,
24578,2019,Texas,West South Central,RANDALL; POTTER,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Grocery/Supermarket,,Automobile,4500.0,4500.0,Y,16-Mar-19
71359,2019,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,,U,Business,Commercial/Office Building,,Tools,4500.0,0.0,N,
24507,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Automobile,10000.0,10000.0,Y,18-Oct-19
71432,2019,North Carolina,South Atlantic,PITT,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Hispanic or Latino,41.0,M,Individual,Residence/Home,,Tools,2950.0,1350.0,Y,20-Jan-19
71431,2019,North Carolina,South Atlantic,PITT,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Hispanic or Latino,34.0,M,Individual,Residence/Home,,Tools,2950.0,1350.0,Y,20-Jan-19
71423,2019,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",All Other Larceny,Black or African American,Unknown,18.0,M,Individual,Residence/Home,,Computer Hard/ Software,2199.0,2199.0,Y,15-Feb-19
71421,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,Not Hispanic or Latino,,M,Individual,Residence/Home,,Computer Hard/ Software,1228.0,0.0,N,
71420,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,Not Hispanic or Latino,,M,Individual,Hotel/Motel/Etc.,,Tools,15000.0,0.0,N,
71419,2019,Texas,West South Central,BEXAR,South,"Cities from 2,500 thru 9,999",All Other Larceny,Black or African American,Not Hispanic or Latino,,M,Individual,Restaurant,,Computer Hard/ Software,1100.0,0.0,N,
71418,2019,Texas,West South Central,BEXAR,South,"Cities from 2,500 thru 9,999",All Other Larceny,Black or African American,Not Hispanic or Latino,,M,Individual,Restaurant,,Computer Hard/ Software,1100.0,0.0,N,
71417,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,Not Hispanic or Latino,25.0,M,Individual,Residence/Home,,Tools,1613.0,0.0,N,
24403,2019,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,3500.0,3499.0,Y,29-Oct-19
24404,2019,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,6000.0,0.0,N,
24405,2019,North Carolina,South Atlantic,PITT,South,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,8000.0,0.0,N,
24406,2019,North Carolina,South Atlantic,ORANGE; DURHAM,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Hotel/Motel/Etc.,,Automobile,10000.0,0.0,N,
24414,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,2000.0,2000.0,Y,13-Aug-19
24523,2019,Tennessee,East South Central,POLK,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Other/Unknown,,Automobile,15000.0,1.0,Y,24-Mar-19
24415,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Bar/Nightclub,,Automobile,4000.0,4000.0,Y,09-Oct-19
24435,2019,North Carolina,South Atlantic,MECKLENBURG; UNION,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,25.0,M,Individual,Residence/Home,,Radio/ TV/ VCR,1800.0,0.0,N,
24440,2019,North Carolina,South Atlantic,ASHE,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,,M,Individual,Parking/Drop Lot/Garage,,Automobile,4400.0,0.0,N,
71381,2019,Texas,West South Central,DALLAS,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Business,Parking/Drop Lot/Garage,,Building Materials,30000.0,0.0,N,
24441,2019,North Carolina,South Atlantic,ASHE,South,"Non-MSA counties from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,White,Not Hispanic or Latino,,M,Individual,Parking/Drop Lot/Garage,,Automobile,4400.0,0.0,N,
24442,2019,North Carolina,South Atlantic,ASHE,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,,F,Individual,Parking/Drop Lot/Garage,,Automobile,4400.0,0.0,N,
24443,2019,North Carolina,South Atlantic,ASHE,South,"Non-MSA counties from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,White,Not Hispanic or Latino,,F,Individual,Parking/Drop Lot/Garage,,Automobile,4400.0,0.0,N,
24485,2019,North Carolina,South Atlantic,WAKE,South,"Cities under 2,500",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Recreational Vehicles,3000.0,3000.0,Y,21-Oct-19
24489,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,3000.0,0.0,N,
24490,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,22000.0,22000.0,Y,08-Jan-19
24501,2019,Tennessee,East South Central,BENTON,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,3000.0,0.0,N,
24503,2019,North Carolina,South Atlantic,MECKLENBURG; UNION,South,"Cities from 10,000 thru 24,999",False Pretenses/Swindle/Confidence Game,,,,,Individual,Residence/Home,,Money,3000.0,0.0,N,
24505,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Automobile,10000.0,0.0,N,
24506,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,10000.0,0.0,N,
24416,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,3000.0,3000.0,Y,14-Oct-19
24760,2019,North Carolina,South Atlantic,ORANGE; ALAMANCE,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,15000.0,0.0,N,
24579,2019,Texas,West South Central,PARKER; DENTON; TARRANT,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,5000.0,0.0,N,
24581,2019,Massachusetts,New England,HAMPDEN,Northeast,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,1500.0,0.0,N,
24723,2019,Arkansas,West South Central,FAULKNER,South,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,White,Not Hispanic or Latino,29.0,M,Government,Highway/Road/Alley/Street/Sidewalk,,Automobile,25000.0,25000.0,Y,28-Aug-19
24724,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Counterfeiting/Forgery,White,Not Hispanic or Latino,26.0,M,Government,Highway/Road/Alley/Street/Sidewalk,,Automobile,2500.0,2500.0,Y,01-Jul-19
24725,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Not Hispanic or Latino,26.0,M,Government,Highway/Road/Alley/Street/Sidewalk,,Automobile,2500.0,2500.0,Y,01-Jul-19
24726,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Counterfeiting/Forgery,White,Not Hispanic or Latino,32.0,F,Government,Highway/Road/Alley/Street/Sidewalk,,Automobile,2500.0,2500.0,Y,01-Jul-19
24727,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Not Hispanic or Latino,32.0,F,Government,Highway/Road/Alley/Street/Sidewalk,,Automobile,2500.0,2500.0,Y,01-Jul-19
71087,2019,Arkansas,West South Central,BENTON,South,"MSA counties from 25,000 thru 99,999",Theft From Building,,,,,Individual,Abandoned/Condemned Structure,,Tools,1562.0,294.0,Y,13-Aug-19
24734,2019,Arkansas,West South Central,GARLAND,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Unknown,,,U,Individual,Other/Unknown,,Automobile,4000.0,0.0,N,
24735,2019,North Carolina,South Atlantic,YADKIN,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,,M,Individual,Residence/Home,None,Automobile,3200.0,3200.0,Y,08-Oct-19
24736,2019,North Carolina,South Atlantic,YADKIN,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,,F,Individual,Residence/Home,None,Automobile,3200.0,3200.0,Y,08-Oct-19
24738,2019,Virginia,South Atlantic,GILES,South,"Cities under 2,500",Motor Vehicle Theft,Unknown,,,U,Individual,Residence/Home,,Automobile,10000.0,0.0,N,
24740,2019,Texas,West South Central,HARRISON; GREGG,South,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,,U,Individual,Residence/Home,,Automobile,15000.0,15000.0,Y,19-Nov-19
24741,2019,Texas,West South Central,WHARTON,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,Unknown,,U,Individual,Camp/Campground,,Automobile,34000.0,34000.0,Y,15-Apr-19
24748,2019,North Carolina,South Atlantic,BUNCOMBE,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Construction Site,,Recreational Vehicles,1500.0,0.0,N,
71123,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Theft From Building,Black or African American,Unknown,,M,Individual,Residence/Home,,Computer Hard/ Software,1700.0,0.0,N,
71041,2019,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Individual,Residence/Home,,Tools,1015.0,0.0,N,
24749,2019,Arkansas,West South Central,BENTON,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Recreational Vehicles,10000.0,10000.0,Y,17-Dec-19
24750,2019,North Carolina,South Atlantic,ROWAN,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,5000.0,5000.0,Y,06-Jul-19
24751,2019,North Carolina,South Atlantic,WARREN,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Gambling Facility/Casino/Race Track,,Automobile,11000.0,11000.0,Y,14-Jun-19
24752,2019,Texas,West South Central,HUNT; COLLIN; ROCKWALL,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,15000.0,0.0,N,
71023,2019,North Carolina,South Atlantic,MOORE,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Individual,Residence/Home,,Tools,2000.0,2000.0,Y,01-Aug-19
71019,2019,West Virginia,South Atlantic,WOOD,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Individual,Industrial Site,,Tools,1100.0,0.0,N,
71017,2019,North Carolina,South Atlantic,IREDELL,South,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Unknown,22.0,M,Individual,Residence/Home,,Computer Hard/ Software,1040.0,0.0,N,
71002,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,16.0,M,Individual,Residence/Home,,Computer Hard/ Software,1200.0,0.0,N,
24755,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,8500.0,0.0,N,
24756,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Service/Gas Station,,Automobile,24000.0,0.0,N,
24757,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,9500.0,0.0,N,
24758,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,24000.0,24000.0,Y,14-Jul-19
70986,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Commercial/Office Building,,Tools,1500.0,0.0,N,
71040,2019,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Individual,Residence/Home,,Tools,1300.0,0.0,N,
24580,2019,Colorado,Mountain,ARAPAHOE,West,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,22700.0,0.0,N,
71124,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Theft From Building,Black or African American,Unknown,,M,Individual,Residence/Home,,Computer Hard/ Software,1700.0,0.0,N,
71156,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,33.0,M,Business,Construction Site,,Tools,3372.0,720.0,Y,27-Nov-19
71249,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Theft From Building,White,Unknown,25.0,M,Business,Commercial/Office Building,,Tools,2400.0,0.0,N,
71248,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Theft From Building,White,Unknown,25.0,M,Business,Commercial/Office Building,,Tools,2400.0,0.0,N,
24582,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,19500.0,19500.0,Y,03-Dec-19
24583,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,9500.0,0.0,N,
